Source,HHMMSS,MJD,Freq,elev,Flux,Flux_err
0235+164,183559.0,54779.775,43000.0,0.0,5.667,0.794
0235+164,170643.0,54780.713,43000.0,0.0,6.477,0.877
0235+164,180252.0,54780.752,43000.0,0.0,6.171,0.848
0235+164,183559.0,54780.775,43000.0,0.0,5.747,0.799
0235+164,170643.0,54781.713,43000.0,0.0,5.722,0.8
0235+164,180252.0,54781.752,43000.0,0.0,6.392,0.879
0235+164,183559.0,54781.775,43000.0,0.0,5.998,0.871
0235+164,170643.0,54807.713,43000.0,0.0,5.225,0.669
0235+164,180419.0,54807.753,43000.0,0.0,4.442,0.66
0235+164,183559.0,54807.775,43000.0,0.0,4.723,0.628
0235+164,170643.0,54808.713,43000.0,0.0,4.693,0.625
0235+164,180252.0,54808.752,43000.0,0.0,4.436,0.616
0235+164,183559.0,54808.775,43000.0,0.0,4.599,0.647
0235+164,170643.0,54809.713,43000.0,0.0,4.996,0.704
0235+164,180252.0,54809.752,43000.0,0.0,4.301,0.606
0235+164,183559.0,54809.775,43000.0,0.0,4.444,0.614
0235+164,220740.0,54815.922,22000.0,0.0,4.473,0.63
0235+164,222038.0,54815.931,22000.0,0.0,3.648,0.681
0235+164,150419.0,54840.628,43000.0,0.0,4.021,0.791
0235+164,153559.0,54840.65,43000.0,0.0,4.05,0.766
0235+164,150252.0,54841.627,43000.0,0.0,3.524,0.632
0235+164,153726.0,54841.651,43000.0,0.0,3.665,0.665
0235+164,140516.0,54842.587,43000.0,0.0,3.791,0.821
0235+164,153559.0,54842.65,43000.0,0.0,3.936,0.729
0235+164,133921.0,54878.569,43000.0,0.0,1.924,0.341
0235+164,120838.0,54879.506,43000.0,0.0,1.727,0.393
0235+164,130321.0,54879.544,43000.0,0.0,1.921,0.469
0235+164,133755.0,54879.568,43000.0,0.0,1.819,0.316
0235+164,152009.0,54911.639,22000.0,0.0,3.325,0.476
0235+164,153307.0,54911.648,22000.0,0.0,2.519,0.434
0235+164,135931.0,54912.583,5000.0,0.0,3.234,0.357
0235+164,141228.0,54912.592,5000.0,0.0,3.428,0.259
0235+164,142652.0,54912.602,5000.0,0.0,3.265,0.273
0235+164,90252.0,54930.377,43000.0,0.0,1.842,0.257
0235+164,93559.0,54930.4,43000.0,0.0,1.806,0.235
0235+164,123559.0,54951.525,8000.0,0.0,2.64,0.591
0235+164,60252.0,54959.252,43000.0,0.0,1.177,0.209
0235+164,63559.0,54959.275,43000.0,0.0,1.484,0.201
0235+164,60252.0,54961.252,43000.0,0.0,1.347,0.192
0235+164,63726.0,54961.276,43000.0,0.0,1.379,0.179
0235+164,92848.0,55002.395,5000.0,0.0,1.92,0.447
0235+164,94145.0,55002.404,5000.0,0.0,2.149,0.409
0235+164,95609.0,55002.414,5000.0,0.0,1.888,0.55
0235+164,73628.0,55003.317,8000.0,0.0,1.717,0.224
0235+164,30252.0,55009.127,43000.0,0.0,1.514,0.241
0235+164,33559.0,55009.15,43000.0,0.0,1.605,0.205
0235+164,20643.0,55010.088,43000.0,0.0,1.721,0.208
0235+164,30252.0,55010.127,43000.0,0.0,1.581,0.23
0235+164,33559.0,55010.15,43000.0,0.0,1.56,0.213
0235+164,30252.0,55011.127,43000.0,0.0,1.439,0.183
0235+164,33559.0,55011.15,43000.0,0.0,1.502,0.221
0235+164,64857.0,55032.284,22000.0,0.0,1.615,0.464
0235+164,55414.0,55034.246,5000.0,0.0,1.758,0.188
0235+164,60711.0,55034.255,5000.0,0.0,1.773,0.206
0235+164,62136.0,55034.265,5000.0,0.0,1.65,0.19
0235+164,65316.0,55035.287,8000.0,0.0,1.511,0.077
0235+164,14507.0,55062.073,22000.0,0.0,1.18,0.217
0235+164,15804.0,55062.082,22000.0,0.0,1.392,0.217
0235+164,45052.0,55063.202,5000.0,0.0,1.637,0.155
0235+164,50350.0,55063.211,5000.0,0.0,1.727,0.205
0235+164,51814.0,55063.221,5000.0,0.0,1.536,0.22
0235+164,30545.0,55064.129,8000.0,0.0,1.508,0.088
0235+164,34731.0,55077.158,8000.0,0.0,1.46,0.125
0235+164,4438.0,55099.031,22000.0,0.0,1.183,0.161
0235+164,2428.0,55100.017,5000.0,0.0,1.391,0.066
0235+164,3726.0,55100.026,5000.0,0.0,1.526,0.064
0235+164,5150.0,55100.036,5000.0,0.0,1.5,0.057
0235+164,11912.0,55101.055,8000.0,0.0,1.331,0.089
0235+164,5316.0,55121.037,22000.0,0.0,1.662,0.279
0235+164,20935.0,55122.09,5000.0,0.0,1.446,0.07
0235+164,22400.0,55122.1,5000.0,0.0,1.463,0.098
0235+164,23657.0,55122.109,5000.0,0.0,1.395,0.174
0235+164,3726.0,55123.026,8000.0,0.0,1.239,0.106
0235+164,172652.0,55156.727,43000.0,0.0,1.294,0.175
0235+164,173404.0,55157.732,43000.0,0.0,1.28,0.165
0235+164,174243.0,55158.738,43000.0,0.0,1.371,0.248
0235+164,191159.0,55158.8,43000.0,0.0,1.265,0.277
0235+164,172233.0,55161.724,43000.0,0.0,1.176,0.23
0235+164,184731.0,55161.783,43000.0,0.0,1.446,0.321
0235+164,172526.0,55164.726,43000.0,0.0,1.509,0.292
0235+164,184857.0,55164.784,43000.0,0.0,1.94,0.328
0235+164,172400.0,55165.725,43000.0,0.0,1.554,0.276
0235+164,184857.0,55165.784,43000.0,0.0,1.743,0.297
0235+164,170643.0,55168.713,43000.0,0.0,1.066,0.18
0235+164,180252.0,55168.752,43000.0,0.0,1.175,0.213
0235+164,183726.0,55168.776,43000.0,0.0,1.381,0.221
0235+164,161452.0,55174.677,43000.0,0.0,1.294,0.184
0235+164,174116.0,55174.737,43000.0,0.0,1.125,0.205
0235+164,162331.0,55175.683,43000.0,0.0,1.071,0.224
0235+164,174828.0,55175.742,43000.0,0.0,1.081,0.189
0235+164,161033.0,55176.674,43000.0,0.0,1.485,0.211
0235+164,173657.0,55176.734,43000.0,0.0,1.389,0.199
0235+164,162038.0,55177.681,43000.0,0.0,1.601,0.209
0235+164,174702.0,55177.741,43000.0,0.0,1.688,0.289
0235+164,161912.0,55181.68,43000.0,0.0,1.621,0.237
0235+164,174536.0,55181.74,43000.0,0.0,1.501,0.232
0235+164,152009.0,55184.639,43000.0,0.0,1.787,0.244
0235+164,164507.0,55184.698,43000.0,0.0,1.309,0.227
0235+164,152721.0,55185.644,43000.0,0.0,1.797,0.254
0235+164,165345.0,55185.704,43000.0,0.0,1.664,0.26
0235+164,153307.0,55186.648,43000.0,0.0,1.398,0.224
0235+164,170057.0,55186.709,43000.0,0.0,1.262,0.21
0235+164,154145.0,55187.654,43000.0,0.0,1.535,0.207
0235+164,170809.0,55187.714,43000.0,0.0,1.661,0.298
0235+164,151843.0,55188.638,43000.0,0.0,1.659,0.248
0235+164,164507.0,55188.698,43000.0,0.0,1.56,0.223
0235+164,152428.0,55189.642,43000.0,0.0,1.415,0.188
0235+164,165219.0,55189.703,43000.0,0.0,1.432,0.222
0235+164,173657.0,55207.734,8000.0,0.0,1.191,0.125
0235+164,201102.0,55208.841,22000.0,0.0,0.591,0.322
0235+164,140643.0,55209.588,43000.0,0.0,1.291,0.191
0235+164,174828.0,55209.742,5000.0,0.0,1.224,0.071
0235+164,181550.0,55209.761,5000.0,0.0,1.252,0.263
0235+164,130907.0,55213.548,43000.0,0.0,1.574,0.263
0235+164,131619.0,55214.553,43000.0,0.0,2.029,0.286
0235+164,172413.0,55916.72656,5125.0,49.1955,1.1096,0.0737
0235+164,183337.0,55916.77734,8305.0,58.2665,1.1029,0.1249
0235+164,140441.0,55943.58984,8305.0,33.6054,1.0163,0.1268
0235+164,151100.0,55943.63672,5125.0,44.9229,1.0928,0.0607
0235+164,132427.0,55973.5625,8305.0,46.6782,0.9112,0.1375
0235+164,160503.0,55973.67188,5125.0,62.1382,1.0231,0.107
0235+164,121112.0,56002.51172,8305.0,52.649,1.0107,0.1759
0235+164,134208.0,56002.57422,5125.0,61.5717,0.9941,0.0868
0235+164,91031.0,56033.38281,8305.0,43.5933,1.0501,0.1848
0235+164,90230.0,56037.37891,5125.0,44.8547,1.104,0.0843
0235+164,82111.0,56068.35156,8305.0,56.6268,1.1257,0.1235
0235+164,85549.0,56096.375,5125.0,59.7201,1.082,0.0357
0235+164,122623.0,56096.51953,8305.0,28.0204,1.1105,0.194
0235+164,92417.0,56139.39453,5125.0,30.3468,1.056,0.054
0235+164,224348.0,56140.94922,8305.0,8.1253,1.0226,0.1831
0235+164,43053.0,56141.19141,8305.0,61.3538,0.9605,0.1406
0235+164,4630.0,56176.03516,8305.0,52.566,1.0662,0.1407
0235+164,182334.0,56204.76953,8305.0,6.6502,0.987,0.2712
0235+164,230358.0,56204.96484,5125.0,54.1284,0.9919,0.0332
0235+164,20335.0,56205.08984,5125.0,58.2196,1.0165,0.0276
0235+164,53114.0,56205.23047,5125.0,25.639,1.0152,0.0823
0235+164,135526.0,56272.58203,8305.0,6.5163,0.8394,0.1801
0235+164,145418.0,56272.625,5125.0,16.7898,0.8733,0.0931
0235+164,171307.0,56272.71875,5125.0,41.2847,1.0636,0.0558
0235+164,201308.0,56272.84375,5125.0,62.0651,1.0209,0.0324
0235+164,222209.0,56272.93359,8305.0,52.6344,0.9896,0.1597
0235+164,13910.0,56273.07031,8305.0,19.3365,1.0105,0.1927
0235+164,125723.0,56314.54297,8305.0,24.9525,1.1988,0.2296
0235+164,121812.0,56315.51953,5125.0,19.1957,1.1467,0.0628
0235+164,64045.0,56394.28516,8305.0,14.4326,0.7978,0.119
0235+164,63202.0,56395.27734,5125.0,13.5884,0.8491,0.0413
0235+164,15026.0,56476.08203,8305.0,20.1772,0.7231,0.0942
0235+164,12120.0,56490.0625,5125.0,24.7659,0.8413,0.0416
0235+164,1410.0,56491.01562,8305.0,13.5572,0.6038,0.1322
0235+164,203403.0,56539.86328,8305.0,8.7636,0.523,0.1163
0235+164,143821.0,56643.61391,5075.0,17.7028,0.9997,0.0986
0235+164,154639.0,56679.66136,8520.0,53.1468,0.7776,0.0261
0235+164,133518.0,57161.5717,24600.0,36.8257,2.3952,0.3208
0235+164,24157.0,57240.11648,8520.0,51.1411,2.8207,0.0285
0235+164,55443.0,57240.25423,24000.0,58.4417,4.3234,0.4628
0235+164,1552.0,57276.01503,8520.0,50.4708,3.2463,0.018
0235+164,14425.0,57276.07682,5075.0,60.5711,2.2034,0.0341
0235+164,33159.0,57276.15511,24100.0,58.562,4.4115,0.1129
0235+164,220703.0,57300.92561,8520.0,45.7428,2.7123,0.0229
0235+164,234135.0,57300.99152,5075.0,58.5095,1.9354,0.1077
0235+164,201442.0,57336.84757,8520.0,50.2753,2.3327,0.0156
0235+164,213958.0,57336.90705,5075.0,60.2397,2.1533,0.0447
0235+164,232914.0,57336.98655,24100.0,58.8427,2.3692,0.071
0235+164,35139.0,57337.16869,24100.0,16.9773,2.1415,0.1531
0235+164,182651.0,57370.77267,8520.0,53.9293,2.5774,0.0176
0235+164,192620.0,57370.81785,24100.0,60.7227,2.5783,0.0434
0235+164,234716.0,57370.99551,5075.0,37.792,2.061,0.0522
0235+164,165434.0,57400.70862,8520.0,57.1003,2.7157,0.0194
0235+164,182213.0,57400.77341,22664.0,62.0664,2.8892,0.0615
0235+164,132326.0,57433.56198,8520.0,45.6347,2.9373,0.0662
0235+164,154057.0,57433.6575,8520.0,61.5856,2.7982,0.0433
0235+164,170347.0,57433.71536,5075.0,59.7941,2.0688,0.1018
0235+164,110459.0,57468.46583,8520.0,45.497,3.1014,0.0322
0235+164,123418.0,57468.53173,24100.0,58.5205,2.9559,0.0711
0235+164,101026.0,57498.42762,8520.0,54.7701,2.711,0.0213
0235+164,125035.0,57498.5426,24100.0,59.0571,2.4435,0.072
0235+164,140421.0,57525.59384,24100.0,32.0621,2.1436,0.0997
0235+164,92254.0,57526.39461,8520.0,60.9167,2.5924,0.025
0235+164,44326.0,57560.20054,8520.0,42.1516,2.8781,0.0392
0235+164,60811.0,57560.25957,5075.0,54.8906,3.0423,0.086
0235+164,74606.0,57581.32465,22664.0,57.6918,3.507,0.2124
0235+164,74834.0,57581.33286,24100.0,56.5084,2.4537,0.1146
0235+164,12803.0,57582.06486,8520.0,23.0435,2.5408,0.0293
0235+164,33819.0,57582.15531,8520.0,45.6684,2.6196,0.0259
0235+164,55046.0,57582.24747,5075.0,61.3335,2.6705,0.0378
0235+164,160200.0,57720.6718,5075.0,19.4226,2.1848,0.0925
0235+164,15921.0,57721.08653,8520.0,25.0855,1.9714,0.0264
0235+164,172515.0,57737.73317,24100.0,46.6728,1.636,0.0566
0235+164,224915.0,57737.95815,24100.0,45.4119,1.9407,0.0923
0235+164,3953.0,57738.03133,8520.0,27.347,1.9812,0.023
0235+164,144627.0,57738.61934,5075.0,18.5756,2.0362,0.0482
0235+164,175053.0,57738.74742,5075.0,50.2336,2.0649,0.0421
0235+164,205739.0,57738.87711,5075.0,60.1251,2.0233,0.0414
0235+164,143440.0,57739.61115,5075.0,17.1681,1.9454,0.0574
0235+164,183753.0,57777.78266,24100.0,58.4335,1.4541,0.0409
0235+164,165839.0,57778.71103,8520.0,61.4782,1.7965,0.0194
0235+164,174432.0,57778.74561,24100.0,61.8124,1.6101,0.038
0235+164,131209.0,57811.55646,24100.0,52.1858,1.388,0.0396
0235+164,114440.0,57837.49298,8520.0,53.5707,1.5987,0.0239
0235+164,153404.0,57837.65502,24100.0,52.0229,1.4542,0.0615
0235+164,73934.0,57920.32278,8520.0,61.4533,1.7827,0.0243
0235+164,94352.0,57920.41181,24100.0,55.2422,1.6091,0.0891
0235+164,72722.0,57947.31702,24100.0,58.6566,1.4454,0.0681
0235+164,63052.0,57981.27779,24100.0,48.6516,1.2277,0.073
0235+164,34839.0,57982.16242,8520.0,61.9381,1.3985,0.0226
0235+164,234054.0,58042.99309,24100.0,61.845,1.2232,0.0447
0235+164,33235.0,58043.15398,24100.0,37.8456,1.1231,0.0645
0235+164,200222.0,58136.84133,24100.0,50.9286,1.1553,0.0486
0235+164,141035.0,58159.59431,8520.0,50.1539,1.0364,0.0187
0235+164,162845.0,58159.69298,24100.0,62.1461,1.7204,0.063
0235+164,103850.0,58224.44727,8520.0,56.094,1.133,0.0214
0235+164,140239.0,58224.59153,24100.0,52.8707,1.3351,0.0645
0235+164,83840.0,58254.36382,8520.0,55.829,1.0899,0.0196
0235+164,34057.0,58290.15707,8520.0,30.9539,1.6296,0.034
0235+164,70324.0,58290.30039,24100.0,60.7318,1.8368,0.0798
0235+164,41618.0,58325.18173,4835.0,65.2512,1.1919,0.0263
0235+164,72537.0,58325.31321,4835.0,55.8304,1.2323,0.0336
0235+164,108.0,58383.00442,8520.0,54.5143,0.9357,0.0181
0235+164,21100.0,58383.09732,24100.0,61.4541,1.0647,0.0672
0235+164,222556.0,58406.93831,8520.0,54.4027,0.867,0.0182
0235+164,235955.0,58434.0063,24100.0,55.1455,0.7611,0.0665
0235+164,202537.0,58438.85474,8520.0,55.1163,0.7853,0.023
0235+164,232545.0,58438.98256,24100.0,56.8898,0.7744,0.0486
0235+164,185451.0,58467.78974,24100.0,57.6031,0.5975,0.0567
0235+164,160125.0,58499.67032,8520.0,51.6196,0.5056,0.0217
0235+164,145158.0,58532.62107,24100.0,58.886,0.486,0.0617
0235+164,120439.0,58556.5059,8520.0,49.7564,0.4945,0.0224
0235+164,132204.0,58556.55864,24100.0,59.3012,0.4418,0.0645
0235+164,92617.0,58626.3949,24100.0,61.7928,0.4403,0.1122
0235+164,52247.0,58659.23553,8305.0,52.047,0.3972,0.0175
0235+164,65508.0,58659.28993,24100.0,60.7051,0.6882,0.1563
0235+164,33143.0,58688.15841,8305.0,52.4666,0.3732,0.016
0235+164,50039.0,58688.21043,24100.0,60.6718,0.7958,0.1044
0235+164,20606.0,58710.09921,8520.0,52.6409,0.4166,0.0119
0235+164,34426.0,58710.15751,24100.0,61.2824,0.9293,0.1167
0235+164,230221.0,58757.97134,8520.0,53.2737,0.5159,0.0316
0235+164,3023.0,58758.02275,24100.0,60.9849,0.9598,0.0943
0235+164,24337.0,58758.11527,24100.0,55.8036,0.9506,0.1602
0235+164,214434.0,58776.91733,8305.0,52.85,0.5324,0.0192
0235+164,231608.0,58776.97118,24100.0,61.0137,0.8832,0.1304
0235+164,194045.0,58808.83133,8305.0,53.1236,0.5878,0.0145
0235+164,233231.0,58808.98256,24100.0,54.612,0.9277,0.1167
0235+164,140905.0,58908.592,6075.0,61.8899,0.9863,0.0077
0235+164,154110.0,58908.65489,23840.0,66.9519,1.8665,0.0105
0235+164,101343.0,58960.42855,6075.0,57.499,1.054,0.0189
0235+164,20100.0,59073.09539,8305.0,50.5769,1.9375,0.0196
0235+164,34434.0,59073.15759,24100.0,60.7786,2.6909,0.1621
0235+164,938.0,59104.01808,8305.0,52.1087,2.3012,0.0166
0235+164,14656.0,59104.07591,24100.0,61.044,2.7445,0.1199
0235+164,40211.0,59104.16983,24100.0,55.4535,2.7842,0.2128
0235+164,223018.0,59130.94909,8305.0,53.0601,2.3896,0.0167
0235+164,611.0,59131.00594,24100.0,61.3416,2.8649,0.1196
0235+164,235800.0,59132.00026,24100.0,61.1132,3.3792,0.1125
0235+164,21106.0,59132.0927,24100.0,55.5777,3.2386,0.1173
0235+164,200554.0,59164.83938,8305.0,49.5108,2.408,0.0522
0235+164,200922.0,59164.85123,8305.0,52.044,2.386,0.018
0235+164,180434.0,59197.76455,8305.0,52.7383,2.4635,0.0157
0235+164,194357.0,59197.82384,24100.0,61.4029,3.0439,0.1156
0235+164,215702.0,59197.91626,24100.0,54.8958,2.9133,0.1113
0235+164,155056.0,59230.67175,8305.0,52.194,2.155,0.0149
0235+164,174209.0,59230.73925,24100.0,61.7419,2.6198,0.0709
0235+164,152825.0,59260.64638,24100.0,60.9732,2.5423,0.0775
0235+164,174903.0,59260.74405,24100.0,54.926,2.3961,0.074
0235+164,140113.0,59261.59555,8305.0,53.8713,2.4458,0.0185
0235+164,115034.0,59292.50482,8305.0,52.6729,2.4544,0.0161
0235+164,132614.0,59292.56153,24100.0,61.1845,2.6637,0.1022
0235+164,113537.0,59297.49443,8305.0,53.322,2.6855,0.0191
0235+164,132914.0,59297.56362,24100.0,62.0535,2.6474,0.1121
0235+164,74543.0,59354.33479,8305.0,52.5246,2.6112,0.0177
0235+164,92223.0,59354.39219,24100.0,61.1815,2.6769,0.0934
0235+164,114249.0,59354.48971,24100.0,54.5007,2.6725,0.128
0235+164,51834.0,59391.23261,8305.0,52.2888,2.3313,0.0184
0235+164,65309.0,59391.28856,24100.0,60.9651,2.5386,0.1208
0235+164,90212.0,59391.37817,24100.0,56.3921,1.9778,0.0939
0235+164,33543.0,59416.16118,8305.0,51.6362,2.0458,0.0208
0235+164,50308.0,59416.21217,24100.0,60.1528,1.7644,0.155
0235+164,10344.0,59455.05563,8305.0,51.8283,1.5106,0.0304
0235+164,24239.0,59455.1146,24100.0,61.0271,1.3028,0.2217
0235+164,50557.0,59455.21411,24100.0,54.472,1.5065,0.274
0235+164,10433.0,59456.0562,8305.0,52.5021,1.4675,0.0156
0235+164,232757.0,59481.98912,8305.0,53.2815,1.4911,0.0187
0235+164,10402.0,59482.04612,24100.0,61.4361,1.5628,0.1512
0235+164,214303.0,59506.91627,8305.0,52.3629,1.5099,0.0164
0235+164,230523.0,59506.96372,24100.0,60.1529,1.5001,0.1446
0235+164,11840.0,59507.05628,24100.0,57.2396,1.5818,0.149
0235+164,190407.0,59547.8059,8305.0,52.6832,1.8065,0.0237
0235+164,204114.0,59547.86363,24100.0,61.2657,1.9048,0.1
0235+164,174156.0,59568.74885,8305.0,52.7398,1.7474,0.0216
0235+164,192442.0,59568.81047,24100.0,61.5586,1.8186,0.1267
0235+164,213743.0,59568.90284,24100.0,54.4744,1.6792,0.1306
0235+164,155658.0,59593.67595,8305.0,51.7971,1.6797,0.0256
0235+164,155658.0,59593.67595,8305.0,51.7971,1.6797,0.0256
0235+164,174812.0,59593.74345,24100.0,61.6372,1.7151,0.0943
0235+164,174812.0,59593.74345,24100.0,61.6372,1.7151,0.0943
0235+164,200547.0,59593.839,24100.0,53.6277,1.6615,0.0929
0235+164,200547.0,59593.839,24100.0,53.6277,1.6615,0.0929
0235+164,133423.0,59632.57694,8305.0,53.3056,1.5866,0.024
0235+164,150309.0,59632.62884,24100.0,61.0523,1.8204,0.1125
0235+164,171618.0,59632.7213,24100.0,55.7108,1.602,0.1131
0235+164,112836.0,59662.48958,8305.0,52.2146,1.9124,0.0246
0235+164,131306.0,59662.55241,22664.0,61.4741,1.8136,0.1729
0235+164,100310.0,59689.43024,8305.0,55.006,1.7225,0.0264
0235+164,80710.0,59718.3497,8305.0,54.7555,1.6281,0.0225
0235+164,93856.0,59718.40463,24100.0,61.7766,1.5864,0.1181
0235+164,32415.0,59787.15322,8305.0,53.2038,2.0443,0.0243
0235+164,50515.0,59787.21362,24100.0,61.636,1.9447,0.1717
0235+164,72537.0,59787.3111,24100.0,53.2836,2.4675,0.2045
0235+164,32129.0,59812.14157,24100.0,61.3833,1.7529,0.1648
0235+164,54213.0,59812.2393,24100.0,53.9764,1.5651,0.1908
0235+164,220915.0,59870.93447,8305.0,55.2138,2.259,0.0251
0235+164,233806.0,59870.98644,24100.0,61.7543,2.3881,0.18
0235+164,23111.0,59871.10664,24100.0,48.0203,1.7617,0.1432
0235+164,43808.0,59871.19481,24100.0,26.2747,2.0557,0.4193
0235+164,192650.0,59907.82167,8305.0,52.9698,1.8416,0.0215
0235+164,210129.0,59907.87768,24100.0,61.2455,1.3945,0.0949
0235+164,180217.0,59932.76297,8305.0,54.8078,1.3772,0.0193
0235+164,194129.0,59932.82212,24100.0,61.9884,1.0475,0.1272
0235+164,153326.0,59972.65959,8305.0,55.8632,1.1841,0.0294
0235+164,170502.0,59972.71348,24100.0,62.0034,1.0798,0.1274
0235+164,135031.0,59997.58813,8305.0,55.2925,1.1174,0.0183
0235+164,91552.0,60030.3974,8305.0,32.1748,1.2551,0.0303
0235+164,93630.0,60055.41172,8305.0,51.787,1.252,0.1026
0235+164,95919.0,60088.41783,24100.0,62.0174,1.453,0.1675
0235+164,55119.0,60116.25535,8305.0,53.8221,0.9993,0.0198
0235+164,73243.0,60116.31604,24100.0,61.8256,0.9983,0.1267
0235+164,32549.0,60152.15432,8305.0,53.2876,1.0403,0.0193
0235+164,50356.0,60152.21272,22664.0,61.5371,1.2601,0.0916
0235+164,13523.0,60179.07762,8305.0,52.6953,1.1873,0.0191
0235+164,31328.0,60179.13601,24100.0,61.3226,1.658,0.1127
0235+164,233957.0,60205.99746,8305.0,51.3742,1.2639,0.0236
0235+164,12401.0,60206.06,24100.0,61.148,1.658,0.0974
0323+342,25652.0,57240.13117,8520.0,58.7957,0.3421,0.025
0323+342,62032.0,57240.28087,24000.0,74.13,0.3271,0.0467
0323+342,3048.0,57276.02975,8520.0,57.9926,0.3946,0.0127
0323+342,35747.0,57276.18172,24100.0,74.3139,0.4082,0.0284
0323+342,202936.0,57336.86225,8520.0,57.7473,0.2693,0.0124
0323+342,235502.0,57337.01314,24100.0,74.7378,0.3513,0.0319
0323+342,184148.0,57370.78738,8520.0,62.3296,0.3299,0.0133
0323+342,195217.0,57370.84459,24100.0,75.8286,0.3014,0.0218
0323+342,170939.0,57400.72339,8520.0,66.8148,0.3927,0.0142
0323+342,102416.0,57498.43451,8520.0,61.5872,0.2901,0.0535
0323+342,131514.0,57498.55322,24100.0,77.7467,0.4242,0.2588
0323+342,93646.0,57526.40819,8520.0,73.5615,0.2866,0.0164
0323+342,13435.0,57582.07332,8520.0,28.2112,0.3394,0.0169
0323+342,35203.0,57582.16881,8520.0,52.1531,0.3669,0.0162
0323+342,190225.0,57777.7997,24100.0,76.0399,0.3232,0.0312
0323+342,184404.0,57778.78696,24100.0,77.7487,0.4021,0.0325
0323+342,120125.0,57837.50462,8520.0,61.0777,0.3783,0.0204
0323+342,91124.0,57875.38656,8520.0,57.4587,0.2899,0.0383
0323+342,41456.0,57947.18069,8520.0,55.048,0.432,0.0211
0323+342,75158.0,57947.33411,24100.0,76.3078,0.3466,0.0611
0323+342,40530.0,57982.17413,8520.0,76.3137,0.3804,0.0492
0323+342,531.0,58043.0102,24100.0,76.9113,0.4229,0.0372
0323+342,35645.0,58043.17076,24100.0,52.5313,0.4279,0.04
0323+342,202855.0,58136.85977,24100.0,66.3512,0.358,0.0562
0323+342,142715.0,58159.6059,8520.0,56.7982,0.3697,0.0185
0323+342,105537.0,58224.45894,8520.0,64.5501,0.3495,0.0205
0323+342,114922.0,58254.49898,24100.0,75.1903,0.3283,0.0491
0323+342,34859.0,58290.16267,8520.0,35.0219,0.3689,0.0308
0323+342,72800.0,58290.31747,24100.0,73.8516,0.5819,0.1434
0323+342,1753.0,58383.01606,8520.0,62.3221,0.3034,0.017
0323+342,224241.0,58406.94996,8520.0,62.1747,0.269,0.0185
0323+342,2423.0,58434.0233,24100.0,71.809,0.276,0.0845
0323+342,204221.0,58438.86639,8520.0,63.1366,0.3016,0.0257
0336-019,70155.0,53511.293,5000.0,0.0,2.201,0.105
0336-019,91004.0,53511.382,5000.0,0.0,2.346,0.098
0336-019,101452.0,53511.427,8000.0,0.0,2.154,0.083
0336-019,123307.0,53511.523,8000.0,0.0,2.092,0.094
0336-019,135345.0,53511.579,5000.0,0.0,2.125,0.096
0336-019,33559.0,53637.15,8000.0,0.0,2.274,0.132
0336-019,225512.0,53637.955,8000.0,0.0,2.121,0.096
0336-019,15804.0,53638.082,8000.0,0.0,2.219,0.089
0336-019,33014.0,53638.146,22000.0,0.0,1.452,0.387
0336-019,34019.0,53638.153,22000.0,0.0,1.749,0.388
0336-019,234955.0,53638.993,5000.0,0.0,2.172,0.086
0336-019,10614.0,53639.046,5000.0,0.0,2.215,0.091
0336-019,40614.0,53639.171,5000.0,0.0,2.107,0.084
0336-019,53657.0,53639.234,5000.0,0.0,2.216,0.122
0336-019,232107.0,53639.973,5000.0,0.0,2.108,0.086
0336-019,22652.0,53640.102,5000.0,0.0,2.161,0.071
0336-019,35736.0,53640.165,5000.0,0.0,2.165,0.087
0336-019,192457.0,53698.809,8000.0,0.0,2.149,0.117
0336-019,222624.0,53698.935,8000.0,0.0,2.23,0.111
0336-019,235707.0,53698.998,22000.0,0.0,1.899,0.611
0336-019,838.0,53699.006,22000.0,0.0,1.822,0.378
0336-019,173950.0,53720.736,8000.0,0.0,1.891,0.088
0336-019,202945.0,53720.854,8000.0,0.0,1.999,0.089
0336-019,221326.0,53720.926,22000.0,0.0,1.957,0.445
0336-019,220614.0,53721.921,8000.0,0.0,1.976,0.098
0336-019,10155.0,53722.043,8000.0,0.0,2.13,0.099
0336-019,175707.0,53722.748,8000.0,0.0,2.079,0.089
0336-019,194800.0,53722.825,22000.0,0.0,2.084,0.625
0336-019,204243.0,53723.863,5000.0,0.0,2.217,0.141
0336-019,231355.0,53723.968,5000.0,0.0,2.186,0.088
0336-019,163335.0,53741.69,8000.0,0.0,2.046,0.047
0336-019,173950.0,53742.736,8000.0,0.0,1.923,0.106
0336-019,220614.0,53742.921,22000.0,0.0,1.811,0.389
0336-019,210000.0,53743.875,8000.0,0.0,2.01,0.104
0336-019,224214.0,53743.946,22000.0,0.0,1.619,0.356
0336-019,160028.0,53750.667,22000.0,0.0,2.11,0.22
0336-019,152721.0,53763.644,5000.0,0.0,2.11,0.117
0336-019,162457.0,53765.684,8000.0,0.0,2.049,0.18
0336-019,204536.0,53765.865,22000.0,0.0,1.995,0.384
0336-019,170516.0,53766.712,22000.0,0.0,1.779,0.38
0336-019,171521.0,53766.719,22000.0,0.0,1.863,0.351
0336-019,160447.0,53770.67,5000.0,0.0,2.187,0.083
0336-019,161619.0,53770.678,5000.0,0.0,2.135,0.085
0336-019,162331.0,53771.683,8000.0,0.0,2.023,0.117
